OBJECTID,UNIQUE_ID,Pentad NAME,PENTAD,VEG NAME CENTROID,Veg Extent,Veg_WEIGHT,MAX_OF_PROPORTION,ACCESSIBLE,PREFERRED Pentad,SG_APPLICATION,BIOREGION,Rain_season,Elev_range,Elev,MAP_CTN,PEMO,Chill,MinT_07,MAP,Frost,MeanT_02,APAN,MeanT_07,GDD0,GDD5,MTCO,MTWA,AETPET,WET,DRY,tri_mean,tri_sd,tri_med
3580,7158,Western Cape_3150_2330,3150_2330,Eastern Upper Karoo,49821.3186,6531,95,1,0,220 ER,Upper Karoo Bioregion,6,423,1151.5853,45.08,1594.36,914.68,0.96,243.32,40.12,21.12,2424.812,8.44,5533.4,3708.4,7.8,22,0.22,0,-96.6,132.942187,147.3551836,76.44605941
3581,7159,Western Cape_3150_2335,3150_2335,Eastern Upper Karoo,49821.3186,6685,95,1,0,220 ER,Upper Karoo Bioregion,6,464,1159.5037,42.64,1585.16,905.452,0.96,251.12,40.08,20.96,2419.6201,8.48,5533.4,3708.4,7.8,22,0.22,0,-96.6,176.5035715,205.9012452,82.98192574
3582,7160,Western Cape_3150_2340,3150_2340,Southern Karoo Riviere,5299.1347,6652,95,1,0,220 ER,Inland Saline Vegetation,6,524,1244.0946,40.08,1551.16,972,0.84,259.36,41.8,20.84,2393.4399,7.88,5533.4,3708.4,7.8,22,0.22,0,-96.6,316.1907364,276.827534,193.6285103
3583,7161,Western Cape_3150_2345,3150_2345,Eastern Upper Karoo,49821.3186,6665,95,1,0,220 ER,Upper Karoo Bioregion,6,274,1271.2853,38.64,1535.72,1001.236,0.72,275.52,46.24,20.84,2374.856,7.84,5156.5,3331.4,7,20.8,0.273,0,-74,137.386057,109.2024753,106.1225706
3584,7162,Northern Cape_3150_2350,3150_2350,Eastern Upper Karoo,49821.3186,6525,95,0,0,220 ER,Upper Karoo Bioregion,6,371,1393.7117,37.28,1509.4,1094.764,0,303.72,54.2,20.12,2334.3201,7.04,5156.5,3331.4,7,20.8,0.273,0,-74,106.0412621,102.2377727,74.62573283
3585,7163,Western Cape_3150_2355,3150_2355,Upper Karoo Hardeveld,11734.2765,6435,90,0,0,220 ER,Upper Karoo Bioregion,6,294,1510.4429,36.04,1487.8,1159.132,0,319.52,60.24,19.8,2301.9641,6.72,5156.5,3331.4,7,20.8,0.273,0,-74,154.3327898,123.6827001,109.4851451
3586,7164,Western Cape_3150_2400,3150_2400,Eastern Upper Karoo,49821.3186,6533,90,1,0,220 ER,Upper Karoo Bioregion,6,326,1594.447,34.88,1464.5601,1211.02,0,345.92,68.48,19.6,2266.3999,6.12,4710.4,2885.5,6,19.4,0.337,1.5,-50.9,123.5667277,99.10491852,92.50405397
3587,7165,Western Cape_3150_2405,3150_2405,Eastern Upper Karoo,49821.3186,6404,90,0,0,220 ER,Upper Karoo Bioregion,6,549,1626.649,35.04,1442.4399,1237.6479,-0.16,352.08,67.76,19.2,2233.616,5.88,4710.4,2885.5,6,19.4,0.337,1.5,-50.9,260.9746623,232.8639323,158.5528303
3588,7166,Western Cape_3150_2410,3150_2410,Eastern Upper Karoo,49821.3186,6554,90,1,0,220 ER,Upper Karoo Bioregion,6,371,1471.3705,36.4,1479.84,1145.028,0,337.28,61.76,20,2289.9839,6.96,4710.4,2885.5,6,19.4,0.337,1.5,-50.9,105.481845,68.92008979,87.62134439
3589,7167,Eastern Cape_3150_2415,3150_2415,Eastern Upper Karoo,49821.3186,6465,90,1,0,220 ER,Upper Karoo Bioregion,6,691,1474.9359,38.04,1481.16,1125.828,0,340.92,56.48,19.92,2292.3479,6.92,4939.7,3114.7,6.8,20,0.333,0.8,-53.9,238.6699449,217.5515164,147.8208369
3590,7168,Eastern Cape_3150_2420,3150_2420,Eastern Upper Karoo,49821.3186,6373,98,1,0,220 ER,Upper Karoo Bioregion,6,768,1467.554,37.96,1479.2,1110.964,0.04,349.12,54.36,20.04,2289.28,6.96,4939.7,3114.7,6.8,20,0.333,0.8,-53.9,248.5497771,180.9152802,188.2697504
3591,7169,Eastern Cape_3150_2425,3150_2425,Eastern Upper Karoo,49821.3186,6604,98,1,0,220 ER,Upper Karoo Bioregion,6,541,1431.5199,38,1478.4399,1102.6281,0.08,347.92,52.56,20.08,2288.936,7.16,4939.7,3114.7,6.8,20,0.333,0.8,-53.9,211.8559531,167.2849871,159.4882385
3592,7170,Eastern Cape_3150_2430,3150_2430,Eastern Upper Karoo,49821.3186,6501,95,1,0,220 ER,Upper Karoo Bioregion,5.84,439,1397.3462,39.88,1484.8,1073.8,0.16,336.96,50.44,20.16,2298.2239,7.32,4880.9,3055.9,6.8,19.6,0.358,1.9,-47.8,304.5091974,166.4122761,284.9973646
3593,7171,Eastern Cape_3150_2435,3150_2435,Karoo Escarpment Grassland,8378.3019,6705,98,1,0,220 ER,Dry Highveld Grassland Bioregion,5.16,511,1514.8129,41.32,1490.04,1133.964,0,323.84,57.16,19.68,2306.5959,6.84,4880.9,3055.9,6.8,19.6,0.358,1.9,-47.8,293.2014663,182.835999,231.1557915
3594,7172,Eastern Cape_3150_2440,3150_2440,Karoo Escarpment Grassland,8378.3019,6695,98,1,0,220 ER,Dry Highveld Grassland Bioregion,5,502,1585.087,42.32,1466.04,1176.948,-0.04,342.68,63.28,19.24,2270.488,6.36,4880.9,3055.9,6.8,19.6,0.358,1.9,-47.8,236.3775422,183.5208908,178.4572756
3595,7173,Eastern Cape_3150_2445,3150_2445,Eastern Upper Karoo,49821.3186,6571,98,1,0,220 ER,Upper Karoo Bioregion,5,399,1440.3383,43.16,1516.24,1065.2319,0,337.44,61.08,20,2328.1079,7,4757.6,2932.7,6.5,19.2,0.384,4.5,-42.1,87.49001471,83.71215795,57.19702639
3596,7174,Eastern Cape_3150_2450,3150_2450,Eastern Upper Karoo,49821.3186,6827,98,1,0,220 ER,Upper Karoo Bioregion,5,714,1663.1204,43.52,1590,1164.84,-0.32,373.76,67.6,18.84,2230.948,6.28,4757.6,2932.7,6.5,19.2,0.384,4.5,-42.1,331.3877792,244.8467254,256.8958824
3597,7175,Eastern Cape_3150_2455,3150_2455,Eastern Upper Karoo,49821.3186,6779,98,1,0,221 ER,Upper Karoo Bioregion,5,799,1526.1582,44.56,1584.6801,1146.972,-0.32,368.56,61.72,18.84,2216.3679,6.32,4757.6,2932.7,6.5,19.2,0.384,4.5,-42.1,301.3697406,252.7615689,174.4734937
3598,7176,Eastern Cape_3150_2500,3150_2500,Eastern Upper Karoo,49821.3186,6568,90,1,0,221 ER,Upper Karoo Bioregion,5,217,1295.3544,46.68,1675.6801,962,0.04,315.08,53.6,20.28,2343.3921,7.92,5411.9,3586.9,8.3,21,0.32,0,-65,113.6413525,57.03852004,108.8760763
3599,7177,Eastern Cape_3150_2505,3150_2505,Eastern Upper Karoo,49821.3186,6570,95,1,0,221 ER,Upper Karoo Bioregion,5,263,1221.7965,48.4,1686.36,902.784,0.84,299.2,48.56,20.88,2358.696,8,5411.9,3586.9,8.3,21,0.32,0,-65,118.3827128,76.66296791,97.43459341
3600,7178,Eastern Cape_3150_2510,3150_2510,Southern Karoo Riviere,5299.1347,6640,95,1,0,221 ER,Inland Saline Vegetation,5,212,1135.4503,49,1694.2,842.864,1,308.12,42.36,20.96,2370.5759,8.92,5411.9,3586.9,8.3,21,0.32,0,-65,94.76775824,52.03722432,82.84322521
3601,7179,Eastern Cape_3150_2515,3150_2515,Eastern Upper Karoo,49821.3186,6619,95,1,0,221 ER,Upper Karoo Bioregion,5,120,1094.2274,49,1698.4399,785.48,1.32,289.52,38.92,21,2376.5281,9,5835.4,4010.4,9.2,22.2,0.278,0,-82.4,71.61859977,50.22013689,53.74011537
3602,7180,Eastern Cape_3150_2520,3150_2520,Eastern Upper Karoo,49821.3186,6671,95,1,0,221 ER,Upper Karoo Bioregion,5,152,1030.2616,50.04,1700.92,735.292,2,292.4,35.08,21.68,2381.7161,9.08,5835.4,4010.4,9.2,22.2,0.278,0,-82.4,61.75138402,50.0686708,42.07136794
3603,7181,Eastern Cape_3150_2525,3150_2525,Eastern Upper Karoo,49821.3186,6634,95,1,0,221 ER,Upper Karoo Bioregion,5,220,1018.0867,49.92,1694.5601,711.288,2,272.64,34.08,21.92,2373.3601,9.64,5835.4,4010.4,9.2,22.2,0.278,0,-82.4,75.82545897,67.11173561,55.15432595
3604,7182,Eastern Cape_3150_2530,3150_2530,Eastern Upper Karoo,49821.3186,6526,95,1,0,221 ER,Upper Karoo Bioregion,5.08,538,1126.5066,47.24,1658.52,759.876,1.88,298.4,33.92,21.36,2323.3479,9.36,5510.6,3685.6,8.2,21.2,0.319,0,-67.9,197.9557738,159.1795686,142.4412128
3605,7183,Eastern Cape_3150_2535,3150_2535,Eastern Upper Karoo,49821.3186,6503,90,1,0,221 ER,Upper Karoo Bioregion,6,453,1249.4023,45.4,1603.84,885.308,1.16,325.12,42.92,20.44,2246.604,8.52,5510.6,3685.6,8.2,21.2,0.319,0,-67.9,241.3047917,165.957906,192.2315699
3606,7184,Eastern Cape_3150_2540,3150_2540,Eastern Upper Karoo,49821.3186,6498,90,1,0,221 ER,Upper Karoo Bioregion,6,517,1385.6627,44.04,1552.6801,1009.884,0.48,349.04,48.6,19.64,2174.5481,7.88,5510.6,3685.6,8.2,21.2,0.319,0,-67.9,238.5034443,175.1050058,187.0374257
3607,7185,Eastern Cape_3150_2545,3150_2545,Eastern Upper Karoo,49821.3186,6508,90,1,0,221 ER,Upper Karoo Bioregion,6,226,1323.2665,43.68,1570.12,964.988,0.32,311.2,50.36,20,2198.168,8,5424,3599,8.1,20.7,0.343,0,-59.8,80.27095777,70.10163611,58.88548193
3608,7186,Eastern Cape_3150_2550,3150_2550,Eastern Upper Karoo,49821.3186,6513,90,1,0,221 ER,Upper Karoo Bioregion,5.64,180,1251.2389,43.96,1580.76,945.868,0.92,328.92,45.96,20,2211.9961,8,5424,3599,8.1,20.7,0.343,0,-59.8,57.91986395,42.15755089,44.41846463
3609,7187,Eastern Cape_3150_2555,3150_2555,Eastern Upper Karoo,49821.3186,6580,90,1,0,221 ER,Upper Karoo Bioregion,5,134,1189.5386,43.04,1588,872.412,1,325.96,41.72,20.32,2223.3721,8.8,5424,3599,8.1,20.7,0.343,0,-59.8,49.40328374,24.30507146,44.83302354
3610,7188,Eastern Cape_3150_2600,3150_2600,Eastern Upper Karoo,49821.3186,6581,90,1,0,221 ER,Upper Karoo Bioregion,5.44,165,1215.9209,41.56,1567.96,881.2,1,328.12,42.44,20.12,2196.0801,8.64,5276.9,3451.9,8,20.1,0.382,1,-46.9,39.13795967,22.67565761,32.51153641
3611,7189,Eastern Cape_3150_2605,3150_2605,Tarkastad Montane Shrubland,4239.6741,6294,90,1,0,221 ER,Sub-Escarpment Grassland Bioregion,5.88,289,1248.4269,40.64,1547.12,913.72,1,361.04,43.48,20,2166.8359,8.36,5276.9,3451.9,8,20.1,0.382,1,-46.9,112.9636831,99.08596215,72.77362159
3612,7190,Eastern Cape_3150_2610,3150_2610,Tarkastad Montane Shrubland,4239.6741,6201,98,1,0,221 ER,Sub-Escarpment Grassland Bioregion,5.16,785,1459.7595,40.96,1465.08,1049.3879,0.52,461.64,48.8,19.08,2054.2681,7.4,5276.9,3451.9,8,20.1,0.382,1,-46.9,311.3974433,290.7485078,177.583783
3613,7191,Eastern Cape_3150_2615,3150_2615,Queenstown Thornveld,3606.3034,6154,85,1,0,221 ER,Sub-Escarpment Grassland Bioregion,5,741,1492.1836,41.64,1427.28,1065.552,0.12,464.72,55.12,18.88,2001.496,7.44,5224.3,3399.3,8.2,19.8,0.425,5.4,-36.9,245.4931125,222.9800844,178.3998164
3614,7192,Eastern Cape_3150_2620,3150_2620,Tarkastad Montane Shrubland,4239.6741,6145,85,1,0,221 ER,Sub-Escarpment Grassland Bioregion,5,805,1378.4822,43.56,1432.28,992.512,0.76,506.88,45.8,19.56,2009.26,7.88,5224.3,3399.3,8.2,19.8,0.425,5.4,-36.9,223.7284828,222.0727754,105.6740271
3615,7193,Eastern Cape_3150_2625,3150_2625,Queenstown Thornveld,3606.3034,6101,85,1,0,Buffer,Sub-Escarpment Grassland Bioregion,5,180,1238.1669,45.6,1452.84,892.86,1,434.4,42.88,20,2039.348,8.68,5224.3,3399.3,8.2,19.8,0.425,5.4,-36.9,61.85113542,48.85263642,51.33225107
3675,7320,Northern Cape_3145_2010,3145_2010,Roggeveld Karoo,5655.5396,6766,93,0,0,219 ER,Trans-Escarpment Succulent Karoo Bioregion,2,392,1199.2859,35.76,1575.5601,1357.5,0.8,229.6,46.32,21.8,2513.0081,7.76,5118.6,3293.6,7.4,20.4,0.18,9,-94.1,159.6037465,141.7745954,108.41356
3676,7321,Northern Cape_3145_2015,3145_2015,Roggeveld Karoo,5655.5396,6401,99,1,0,219 ER,Trans-Escarpment Succulent Karoo Bioregion,3.28,135,1109.5591,37.8,1632.3199,1080.4399,1.36,163.68,44.2,22,2553,8.28,5431.2,3606.2,7.8,21.6,0.147,0,-106.5,76.47060182,32.77965543,72.8868986
3677,7322,Northern Cape_3145_2020,3145_2020,Western Upper Karoo,17149.5132,6617,99,1,0,219 ER,Upper Karoo Bioregion,6,162,1118.0685,42.96,1614.12,953.36,1.24,152.92,44.2,22,2558.208,8.24,5431.2,3606.2,7.8,21.6,0.147,0,-106.5,89.70968003,51.61115647,80.28387081
3678,7323,Northern Cape_3145_2025,3145_2025,Roggeveld Karoo,5655.5396,6382,99,1,0,219 ER,Trans-Escarpment Succulent Karoo Bioregion,6,264,1216.9735,40.56,1625.5601,1039.0081,0.96,203.52,49.04,21.92,2526.9399,7.92,5431.2,3606.2,7.8,21.6,0.147,0,-106.5,137.7557572,95.27024227,102.6157883
3679,7324,Northern Cape_3145_2030,3145_2030,Upper Karoo Hardeveld,11734.2765,6731,99,1,0,219 ER,Upper Karoo Bioregion,6,238,1192.7031,38.32,1668.24,996.4,1,174.28,47.44,22,2549.356,8,5377.9,3552.9,7.4,21.7,0.147,0,-109.7,106.3765143,61.01205258,96.00781186
3680,7325,Northern Cape_3145_2035,3145_2035,Western Upper Karoo,17149.5132,7151,99,1,0,219 ER,Upper Karoo Bioregion,6,143,1166.984,37.04,1669.76,984.648,1,167.48,47.28,22,2551.792,8,5377.9,3552.9,7.4,21.7,0.147,0,-109.7,74.95369481,45.59535776,63.30086887
3681,7326,Northern Cape_3145_2040,3145_2040,Western Upper Karoo,17149.5132,7235,99,1,0,219 ER,Upper Karoo Bioregion,6,196,1190.6831,38.36,1675.72,997.512,1,185.72,47.8,22,2547.156,8,5377.9,3552.9,7.4,21.7,0.147,0,-109.7,83.17935276,40.13344787,74.52180881
3682,7327,Northern Cape_3145_2045,3145_2045,Western Upper Karoo,17149.5132,7235,99,1,0,219 ER,Upper Karoo Bioregion,6,106,1133.6173,39.56,1689.2,941.06,1,155.4,44.36,22,2566.3,8,5520.4,3695.4,7.5,22.2,0.138,0,-118,73.76184807,29.94380542,69.89635174
3683,7328,Northern Cape_3145_2050,3145_2050,Western Upper Karoo,17149.5132,7235,99,1,1,219 ER,Upper Karoo Bioregion,6,94,1149.2136,40.36,1687.92,948.128,1,158.12,44.88,22,2565.2119,8,5520.4,3695.4,7.5,22.2,0.138,0,-118,84.3748676,33.20630954,78.87331615
3684,7329,Northern Cape_3145_2055,3145_2055,Western Upper Karoo,17149.5132,7235,99,1,1,219 ER,Upper Karoo Bioregion,6,187,1208.5861,41.2,1677.92,988.628,1,177.52,47.96,22,2549.7881,8,5520.4,3695.4,7.5,22.2,0.138,0,-118,85.90410345,41.40157282,78.60025445
3685,7330,Northern Cape_3145_2100,3145_2100,Western Upper Karoo,17149.5132,7235,99,1,0,219 ER,Upper Karoo Bioregion,6,178,1244.3717,41.96,1673.4399,1018.392,0.84,177.32,50.16,22,2543.3679,7.96,5474.9,3649.9,7.3,22.2,0.147,0,-117.1,90.90984092,62.31359048,71.71471258
3686,7331,Northern Cape_3145_2105,3145_2105,Western Upper Karoo,17149.5132,7235,99,1,0,219 ER,Upper Karoo Bioregion,6,95,1250.1976,42.8,1673.6,1019.316,0.56,171.56,51.2,22,2543.896,8,5474.9,3649.9,7.3,22.2,0.147,0,-117.1,64.39265988,26.94948424,60.90976933
3687,7332,Northern Cape_3145_2110,3145_2110,Western Upper Karoo,17149.5132,7235,99,1,0,219 ER,Upper Karoo Bioregion,6,107,1256.4315,43.8,1670.24,1026.9,0.48,173.48,52,22,2538.4839,7.84,5474.9,3649.9,7.3,22.2,0.147,0,-117.1,59.23986395,29.43936338,53.53036501
3688,7333,Northern Cape_3145_2115,3145_2115,Western Upper Karoo,17149.5132,7203,99,1,0,219 ER,Upper Karoo Bioregion,6,157,1286.8077,45.92,1663.24,1046.072,0.12,171.48,52.8,21.92,2528.0559,7.64,5415.4,3590.5,7.1,22.1,0.157,0,-114.9,76.8412638,59.62198561,57.84461946
3689,7334,Northern Cape_3145_2120,3145_2120,Western Upper Karoo,17149.5132,7106,99,1,0,219 ER,Upper Karoo Bioregion,6,188,1293.0697,48.32,1660.48,1048.564,0.16,168.32,52.84,21.92,2523.376,7.56,5415.4,3590.5,7.1,22.1,0.157,0,-114.9,87.4204994,90.97600899,54.30469281
3690,7335,Northern Cape_3145_2125,3145_2125,Western Upper Karoo,17149.5132,7153,99,1,0,219 ER,Upper Karoo Bioregion,6,130,1244.0382,50.68,1664.84,1009.68,0.96,161.8,50.16,22,2530.5439,7.96,5415.4,3590.5,7.1,22.1,0.157,0,-114.9,50.92519859,42.74333084,35.19943181
3691,7336,Northern Cape_3145_2130,3145_2130,Bushmanland Vloere,4706.8987,5434,99,1,1,219 ER,Inland Saline Vegetation,6,100,1220.8346,49.76,1663.2,998.868,0.96,167.28,49.16,22,2527.0081,8,5536.7,3711.7,7.4,22.4,0.158,0,-117.6,37.4042577,30.92870154,27.36786437
3692,7337,Northern Cape_3145_2135,3145_2135,Western Upper Karoo,17149.5132,7235,99,1,0,219 ER,Upper Karoo Bioregion,6,79,1244.8167,49.4,1656.25,1016.15,0.95,171.6,50.75,21.95,2518.0601,8,5536.7,3711.7,7.4,22.4,0.158,0,-117.6,39.88110226,21.30697706,33.60803393
3693,7338,Northern Cape_3145_2140,3145_2140,Western Upper Karoo,17149.5132,7235,99,1,0,219 ER,Upper Karoo Bioregion,6,103,1238.8345,49.76,1655.88,1007.92,1,172.04,50.2,22,2516.9641,8,5536.7,3711.7,7.4,22.4,0.158,0,-117.6,46.14994644,39.225524,32.01562119
3694,7339,Northern Cape_3145_2145,3145_2145,Western Upper Karoo,17149.5132,7236,99,1,0,219 ER,Upper Karoo Bioregion,6,88,1268.7996,51,1649.08,1030.184,0.68,174.12,51.48,21.6,2506.9519,7.92,5458.9,3633.9,7.1,22,0.173,0,-112.8,53.25170041,36.72929131,41.05484092
3695,7340,Northern Cape_3145_2150,3145_2150,Bushmanland Vloere,4706.8987,6201,99,1,0,219 ER,Inland Saline Vegetation,6,123,1279.2528,53.36,1644.16,1038.4041,0.4,178.24,52.08,21.28,2499.3521,7.8,5458.9,3633.9,7.1,22,0.173,0,-112.8,87.98923456,39.39032658,85.82831696
3696,7341,Northern Cape_3145_2155,3145_2155,Bushmanland Vloere,4706.8987,6593,99,0,0,219 ER,Inland Saline Vegetation,6,92,1292.0093,53.12,1638.3199,1045.756,0.24,183.48,52.64,21,2489.8999,7.72,5458.9,3633.9,7.1,22,0.173,0,-112.8,60.01134928,27.94702524,55.54277631
3697,7342,Northern Cape_3145_2200,3145_2200,Eastern Upper Karoo,49821.3186,6198,90,1,0,219 ER,Upper Karoo Bioregion,6,321,1328.7571,50.44,1624.64,1071.928,0,205.36,54.16,21,2469.3999,7.24,5308,3482.9,6.8,21.5,0.191,0,-105.9,102.1258587,97.93110497,71.93747285
3698,7343,Northern Cape_3145_2205,3145_2205,Eastern Upper Karoo,49821.3186,6529,90,1,0,219 ER,Upper Karoo Bioregion,6,162,1370.2556,48.04,1614.88,1102.676,0,205.2,56.96,21,2454.824,7,5308,3482.9,6.8,21.5,0.191,0,-105.9,106.6673725,71.57555194,92.22255689
3699,7344,Northern Cape_3145_2210,3145_2210,Eastern Upper Karoo,49821.3186,6552,90,1,0,219 ER,Upper Karoo Bioregion,6,134,1385.9093,46.36,1607.88,1113.524,0,210.08,58.6,21,2445.0879,7,5308,3482.9,6.8,21.5,0.191,0,-105.9,80.03801486,36.13843715,75.4088836
3700,7345,Western Cape_3145_2215,3145_2215,Eastern Upper Karoo,49821.3186,6552,90,0,0,219 ER,Upper Karoo Bioregion,6,151,1437.5974,44.88,1599.36,1144.424,0,206.6,61.08,21,2431.5759,7,5040.3,3215.3,6.1,20.5,0.223,0,-93.3,60.7775746,33.12602005,54.26324703
3701,7346,Western Cape_3145_2220,3145_2220,Eastern Upper Karoo,49821.3186,6531,90,1,0,219 ER,Upper Karoo Bioregion,6,209,1556.7295,43.08,1577.3199,1214.984,0,217.92,67.52,20.2,2398.1841,6.28,5040.3,3215.3,6.1,20.5,0.223,0,-93.3,111.4922595,89.57482849,81.76796416
3702,7347,Western Cape_3145_2225,3145_2225,Eastern Upper Karoo,49821.3186,6497,90,0,0,220 ER,Upper Karoo Bioregion,6,183,1588.2009,43.28,1561.84,1250.536,0,228.68,69.4,20,2374.6799,6,5040.3,3215.3,6.1,20.5,0.223,0,-93.3,103.8864859,103.7217694,61.64414003
3703,7348,Northern Cape_3145_2230,3145_2230,Eastern Upper Karoo,49821.3186,6553,90,0,0,220 ER,Upper Karoo Bioregion,6,228,1506.7765,44.8,1574.8,1187.6,0,229.04,65.44,20.16,2394.5039,6.48,5146.6,3321.6,6.5,20.8,0.22,0,-95.6,108.1461721,61.62519223,95.66608594
3704,7349,Northern Cape_3145_2235,3145_2235,Eastern Upper Karoo,49821.3186,6432,90,0,0,220 ER,Upper Karoo Bioregion,6,464,1480.0371,47.2,1575.4,1176.408,0,221.44,60.32,20.48,2395.7319,6.68,5146.6,3321.6,6.5,20.8,0.22,0,-95.6,211.9118466,208.8881307,136.3286426
3705,7350,Northern Cape_3145_2240,3145_2240,Eastern Upper Karoo,49821.3186,6477,90,0,0,220 ER,Upper Karoo Bioregion,6,489,1366.7024,48.76,1592.08,1109.276,0,202.76,55.12,20.72,2420.5479,6.92,5146.6,3321.6,6.5,20.8,0.22,0,-95.6,128.1395462,203.2393934,37.51666237
3706,7351,Northern Cape_3145_2245,3145_2245,Eastern Upper Karoo,49821.3186,6540,90,1,0,220 ER,Upper Karoo Bioregion,6,279,1300.3112,49.04,1593.28,1058.22,0.16,221.6,51.92,20.96,2422.6841,7.44,5463.7,3638.7,7.4,21.7,0.196,0,-105.9,85.69713484,76.1008948,62.39390996
3707,7352,Northern Cape_3145_2250,3145_2250,Eastern Upper Karoo,49821.3186,6506,90,1,0,220 ER,Upper Karoo Bioregion,6,465,1246.2902,48.32,1601.24,1013.152,0.8,220.28,47.56,20.92,2434.24,7.76,5463.7,3638.7,7.4,21.7,0.196,0,-105.9,117.9557429,148.6231319,74.01351228
3708,7353,Northern Cape_3145_2255,3145_2255,Eastern Upper Karoo,49821.3186,6517,95,1,1,220 ER,Upper Karoo Bioregion,6,234,1227.1737,47.12,1600,968.48,1,233.28,45.08,21,2440.5,8,5463.7,3638.7,7.4,21.7,0.196,0,-105.9,110.5715489,92.03800478,76.30203143
3709,7354,Northern Cape_3145_2300,3145_2300,Southern Karoo Riviere,5299.1347,6624,95,1,0,220 ER,Inland Saline Vegetation,6,339,1270.7185,46.32,1570.2,1001.348,0.68,236.8,46.92,21,2427.4399,7.92,5447.2,3622.2,7.5,21.6,0.201,0,-104.2,154.6148339,134.5424122,113.83321
3710,7355,Northern Cape_3145_2305,3145_2305,Southern Karoo Riviere,5299.1347,6565,95,0,0,220 ER,Inland Saline Vegetation,6,383,1333.5723,46.24,1576.3199,1064.376,0.08,248.2,50.2,20.92,2400.1641,7.28,5447.2,3622.2,7.5,21.6,0.201,0,-104.2,206.9476179,204.2882974,125.1179436
3711,7356,Northern Cape_3145_2310,3145_2310,Eastern Upper Karoo,49821.3186,6601,95,0,1,220 ER,Upper Karoo Bioregion,6,248,1354.8987,46.32,1570.48,1067.244,0.12,257.16,51.76,20.96,2388.4041,7.4,5447.2,3622.2,7.5,21.6,0.201,0,-104.2,152.5146048,99.93225075,130.896906
3712,7357,Northern Cape_3145_2315,3145_2315,Upper Karoo Hardeveld,11734.2765,6326,90,1,0,220 ER,Upper Karoo Bioregion,6,363,1358.5247,46.6,1570.64,1072.704,0.2,253.44,51,20.84,2388.3359,7.32,5537.7,3712.8,7.8,21.9,0.205,0,-102.9,215.7126663,165.8559582,175.2826289
3713,7358,Western Cape_3145_2320,3145_2320,Eastern Upper Karoo,49821.3186,6539,90,1,0,220 ER,Upper Karoo Bioregion,6,290,1265.4049,47.08,1583,1014.748,0.68,247.84,48.6,20.96,2407.3479,7.84,5537.7,3712.8,7.8,21.9,0.205,0,-102.9,79.90399974,72.12525168,50.93623441
3714,7359,Western Cape_3145_2325,3145_2325,Eastern Upper Karoo,49821.3186,6504,90,1,0,220 ER,Upper Karoo Bioregion,6,235,1210.5153,48.36,1592.2,963.276,1,243.28,44.64,21,2421.5359,8,5537.7,3712.8,7.8,21.9,0.205,0,-102.9,86.34020118,89.37161783,53.89805111
3715,7360,Western Cape_3145_2330,3145_2330,Eastern Upper Karoo,49821.3186,6542,90,1,0,220 ER,Upper Karoo Bioregion,6,179,1148.3513,49.16,1590.36,905.116,1,239.76,42.24,21,2435.5239,8,5533.4,3708.4,7.8,22,0.22,0,-96.6,49.04975934,71.31705533,27.08320355
3716,7361,Western Cape_3145_2335,3145_2335,Upper Karoo Hardeveld,11734.2765,6519,95,1,0,220 ER,Upper Karoo Bioregion,6,212,1197.1566,44.6,1566.88,926.032,0.96,246.48,43,21,2422.832,8.12,5533.4,3708.4,7.8,22,0.22,0,-96.6,103.5003272,111.6608348,56.46237685
3717,7362,Western Cape_3145_2340,3145_2340,Eastern Upper Karoo,49821.3186,6594,95,1,0,220 ER,Upper Karoo Bioregion,6,284,1272.1366,41.72,1548.8,1005.424,0.6,254.08,47.44,21,2394.668,7.96,5533.4,3708.4,7.8,22,0.22,0,-96.6,117.366784,109.4480882,81.09562204
3718,7363,Northern Cape_3145_2345,3145_2345,Eastern Upper Karoo,49821.3186,6642,95,1,1,220 ER,Upper Karoo Bioregion,6,220,1268.354,40.12,1547.84,984.128,0.84,260.52,47.24,21,2393.5759,7.96,5156.5,3331.4,7,20.8,0.273,0,-74,119.4052603,80.92717655,97.23425319
3719,7364,Northern Cape_3145_2350,3145_2350,Upper Karoo Hardeveld,11734.2765,6468,90,0,0,220 ER,Upper Karoo Bioregion,6,356,1396.7416,39.64,1521.08,1073.1121,0.08,289.08,53,20.6,2353.2561,7.32,5156.5,3331.4,7,20.8,0.273,0,-74,152.410333,129.1443616,116.7839886
3720,7365,Northern Cape_3145_2355,3145_2355,Eastern Upper Karoo,49821.3186,6507,90,1,0,220 ER,Upper Karoo Bioregion,6,248,1502.1885,38.68,1494.04,1161.608,0,311.28,61.84,19.96,2311.3801,6.76,5156.5,3331.4,7,20.8,0.273,0,-74,131.8600449,99.27836607,100.950481
3721,7366,Northern Cape_3145_2400,3145_2400,Eastern Upper Karoo,49821.3186,6563,90,1,0,220 ER,Upper Karoo Bioregion,6,242,1605.4008,37.88,1471.8,1216.1281,0,333.12,69.28,19.56,2277.4641,6.04,4710.4,2885.5,6,19.4,0.337,1.5,-50.9,115.8609401,65.86557039,102.9271583
