PENTAD,PENTAD ID,POINT SITE FARM,BioGaps Track No,Family,Genus,SPECIES,NO_SPEC,DETERMINED,Country,Prov,Distr,Locality,QDS,LAT1,LONG1,LATDEC1,LONDEC1,LAT2,LONG2,LATDEC2,LONDEC2,ALT,DD1,MM1,YYYY1,DD2,MM2,YYYY2,Collectors,MAIN VEGETATION TYPE,BIOREGION,GENERAL HABITAT,COLLECTION METHOD,WEATHER AT NIGHT,SPECIMEN DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:06:38 RC,Buthidae,Parabuthus,Parabuthus planicauda,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","few under stones during daytime, more common, walking on ground (two pairs mating) with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:06:38 RC,Hormuridae,Hadogenes,Hadogenes trichiurus,2,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","uncommon in rock crevices during daytime, several observed doorkeeping at crevices in rocks or cracks between embedded stones, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:06:38 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,6,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling and burrow excavation; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","very common in shallow burrows (ca. 30 cm deep) under embedded stones during daytime, several observed doorkeeping at burrow entrances under stones (excavated) with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:07:31 LP,Buthidae,Parabuthus,Parabuthus planicauda,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","few under stones during daytime, more common, walking on ground (two pairs mating) with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:07:31 LP,Buthidae,Uroplectes,Uroplectes triangulifer,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","one under stone during daytime, rest sitting/walking on ground/vegetation with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:07:31 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,5,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","uncommon in rock crevices during daytime, several observed doorkeeping at crevices in rocks or cracks between embedded stones, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:07:31 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,12,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling and burrow excavation; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","very common in shallow burrows (ca. 30 cm deep) under embedded stones during daytime, several observed doorkeeping at burrow entrances under stones (excavated) with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:46:43 LP,Buthidae,Parabuthus,Parabuthus planicauda,31,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","few under stones during daytime, more common, walking on ground (two pairs mating) with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:46:43 LP,Buthidae,Uroplectes,Uroplectes triangulifer,20,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","one under stone during daytime, rest sitting/walking on ground/vegetation with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:46:43 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,9,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","uncommon in rock crevices during daytime, several observed doorkeeping at crevices in rocks or cracks between embedded stones, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:46:43 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,7,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling and burrow excavation; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","very common in shallow burrows (ca. 30 cm deep) under embedded stones during daytime, several observed doorkeeping at burrow entrances under stones (excavated) with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,Buthidae,Parabuthus,Parabuthus capensis,2,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","one under stone during daytime, rest sitting/walking on ground/vegetation with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,Buthidae,Parabuthus,Parabuthus planicauda,10,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","few under stones during daytime, more common, walking on ground (two pairs mating) with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,Buthidae,Uroplectes,Uroplectes triangulifer,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","one under stone during daytime, rest sitting/walking on ground/vegetation with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,Hormuridae,Hadogenes,Hadogenes trichiurus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","uncommon in rock crevices during daytime, several observed doorkeeping at crevices in rocks or cracks between embedded stones, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling and burrow excavation; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","very common in shallow burrows (ca. 30 cm deep) under embedded stones during daytime, several observed doorkeeping at burrow entrances under stones (excavated) with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,,Buthidae,Parabuthus,Parabuthus planicauda,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,"Farm Dassenkrans 10/Kat Kop 16 boundary, 6.9 km NE of intersection with N10 (Cradock–Middelburg) on road to Fishriver",3125CD,31°53.392'S,25°28.040'E,-31.88344222,25.46667778,,,,,1029 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling",,under stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,,Hormuridae,Hadogenes,Hadogenes trichiurus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,"Farm Dassenkrans 10/Kat Kop 16 boundary, 6.9 km NE of intersection with N10 (Cradock–Middelburg) on road to Fishriver",3125CD,31°53.392'S,25°28.040'E,-31.88344222,25.46667778,,,,,1029 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling",,in crack between two embedded stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,Saltpans Drift Trust,,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,"Farm Dassenkrans 10/Kat Kop 16 boundary, 6.9 km NE of intersection with N10 (Cradock–Middelburg) on road to Fishriver",3125CD,31°53.392'S,25°28.040'E,-31.88344222,25.46667778,,,,,1029 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling",,in shallow burrows/scrapes under stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2525,3603,,,Scorpionidae,Opistophthalmus,Opistophthalmus pictus,5,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,"Farm Zoutpans Drift 13, 4.5 km NE of intersection with N10 (Cradock–Middelburg) on road to Fishriver",3125CD,31°53.513'S,25°26.365'E,-31.88347583,25.43343472,,,,,993 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on flat plain near drainage line, small bushes, mostly Mesembryanthemaceae, and scattered Acacia karoo trees","day, burrow excavation",,"excavated from burrows ca. 30–50 cm deep, in open ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 19:39:00 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,9,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","day, rock-rolling and burrow excavation; night, UV light detection","warm, moonless night with light breeze (dropped later)","common in shallow burrows under stones (ca. 10–15 cm deep) in very hard, blackish clay during daytime, UV light detection: several males sitting on ground in open, mostly in rocky dolerite areas, one in sandstone area, some along dry washes/dongas at base of rocky slopes, juveniles doorkeeping at burrow entrances under stones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 19:39:06 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,13,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","day, rock-rolling and burrow excavation; night, UV light detection","warm, moonless night with light breeze (dropped later)","common in shallow burrows under stones (ca. 10–15 cm deep) in very hard, blackish clay during daytime, UV light detection: several males sitting on ground in open, mostly in rocky dolerite areas, one in sandstone area, some along dry washes/dongas at base of rocky slopes, juveniles doorkeeping at burrow entrances under stones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 23:13:52 LP,Buthidae,Parabuthus,Parabuthus granulatus,2,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","night, UV light detection","warm, moonless night with light breeze (dropped later)",specimens collected sitting/walking on ground near dry riverbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 23:13:52 LP,Buthidae,Parabuthus,Parabuthus planicauda,6,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","night, UV light detection","warm, moonless night with light breeze (dropped later)","specimens collected walking on ground or rocks, only on low sandstone outcrops on sandy plain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 23:13:52 LP,Buthidae,Uroplectes,Uroplectes triangulifer,15,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","night, UV light detection","warm, moonless night with light breeze (dropped later)","specimens common, sitting/walking on ground, wood and dead/fallen trees along riverbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 23:13:52 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,2,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","day, rock-rolling; night, UV light detection","warm, moonless night with light breeze (dropped later)","1 juvenile in rock crevice during daytime, rest taken from rock crevices or under dolerite rocks on bedrock with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 23:13:52 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,10,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","day, rock-rolling and burrow excavation; night, UV light detection","warm, moonless night with light breeze (dropped later)","common in shallow burrows under stones (ca. 10–15 cm deep) in very hard, blackish clay during daytime, UV light detection: several males sitting on ground in open, mostly in rocky dolerite areas, one in sandstone area, some along dry washes/dongas at base of rocky slopes, juveniles doorkeeping at burrow entrances under stones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 23:13:55 RC,Buthidae,Parabuthus,Parabuthus planicauda,7,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","night, UV light detection","warm, moonless night with light breeze (dropped later)","specimens collected walking on ground or rocks, only on low sandstone outcrops on sandy plain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 23:13:55 RC,Buthidae,Uroplectes,Uroplectes triangulifer,4,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","night, UV light detection","warm, moonless night with light breeze (dropped later)","specimens common, sitting/walking on ground, wood and dead/fallen trees along riverbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150_2605,3611,Modderfontein,2017-12-15 23:13:55 RC,Hormuridae,Hadogenes,Hadogenes trichiurus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","day, rock-rolling; night, UV light detection","warm, moonless night with light breeze (dropped later)","1 juvenile in rock crevice during daytime, rest taken from rock crevices or under dolerite rocks on bedrock with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145_2430,3727,Doornberg,2017-12-17 18:46:12 LP,Buthidae,Parabuthus,Parabuthus planicauda,4,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Doornberg 53,3124DC,31°49.421'S,24°29.471'E,-31.81678361,24.48346417,,,,,1520 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo/renosterveld transition on rocky granite hills on summit of Sneeuberg, many loose and embedded stones and granite outcrops, some exposed sandstone in places, Elytropappus rhinocerotis dominant bush, moderate to thick grass layer in places","day, rock-rolling",,under sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145_2430,3727,Doornberg,2017-12-17 18:46:12 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,8,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Doornberg 53,3124DC,31°49.421'S,24°29.471'E,-31.81678361,24.48346417,,,,,1520 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo/renosterveld transition on rocky granite hills on summit of Sneeuberg, many loose and embedded stones and granite outcrops, some exposed sandstone in places, Elytropappus rhinocerotis dominant bush, moderate to thick grass layer in places","day, rock-rolling",,fairly common in crevices in granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
