PENTAD,PENTAD ID,POINT SITE FARM,BioGaps Track No,Track Date ,Track time,Observer,Family,Genus,SPECIES,NO_SPEC,DETERMINED,Country,Prov,Distr,Locality,QDS,LAT1,LONG1,LATDEC1,LONDEC1,LAT2,LONG2,LATDEC2,LONDEC2,ALT,DD1,MM1,YYYY1,DD2,MM2,YYYY2,Collectors,MAIN VEGETATION TYPE,BIOREGION,GENERAL HABITAT,COLLECTION METHOD,WEATHER AT NIGHT,SPECIMEN DATA
3210_2445,3056,Excelsior,2017-12-18 21:51:37 LP,2017/12/18, 21:51:37,LP,Scorpionidae,Opistophthalmus,pictus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.311'S,24°47.588'E,-32.18341972,24.78349667,,,,,1322 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo on dry riverbed with Acacia karoo trees, clayey/shaley-loam soil","day, burrow excavation; night, UV light detection","very cold, windy, moonless night","very common in dry riverbed, excavated from burrows, ca. 20–30 cm deep, in open ground, one female collected walking on ground with UV light detection"
3210_2445,3056,Excelsior,2017-12-18 21:55:25 RC,2017/12/18, 21:55:25,RC,Buthidae,Parabuthus,planicauda,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","several under stones (mostly sandstone) during daytime, few collected walking on ground or rocks with UV light detection"
3210_2445,3056,Excelsior,2017-12-18 21:55:25 RC,2017/12/18, 21:55:25,RC,Buthidae,Uroplectes,triangulifer,4,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","night, UV light detection","very cold, windy, moonless night",collected sitting/walking on ground/rocks
3210_2445,3056,Excelsior,2017-12-18 21:55:25 RC,2017/12/18, 21:55:25,RC,Hormuridae,Hadogenes,trichiurus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Excelsior 256,3224BB,32°11.433'S,24°47.991'E,-32.18345361,24.78360861,,,,,1383 m,18,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/renosterveld transition at foot and lower slopes of large rocky mountain leading down to dry riverbed, slopes and base of mountain with many embedded and some loose stones, granite outcrops in places, small and larger bushes (incl. Rhus, Dodonea and Cussonia), and Aloe broomi on slopes, sparse grass layer on reddish-brown clayey-loam; middle of valley comprising sandstone outcrops on shaley-loam, leading down to dry riverbed with Acacia karoo trees","day, rock-rolling; night, UV light detection","very cold, windy, moonless night","fairly common in rock crevices, mostly in sandstone, but some in granite, in daytime, few doorkeeping from rock crevices with UV light detection"
3210_2445,3056,,,,,,Scorpionidae,Opistophthalmus,pictus,23,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,"Farm Waterval on Opriesfontein 258, 1.9 km N of entrance gate",3224BB,32°12.079'S,24°46.755'E,-32.20002194,24.76687639,,,,,1264 m,19,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo on flat plain between low, rocky hills, pans and drainage lines with A. karoo trees and many small bushes on moderately hard, grey, slightly blocky clayey-loam","day, burrow excavation",,"fairly common, excavated from burrows ca. 20–40 cm deep in open ground and at base of small bushes"
3155_2330,3445,Landsig/Vliegekraal,2017-12-10 22:35:18 LP,2017/12/10, 22:35:18,LP,Buthidae,Uroplectes,gracilior,30,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Landsig on Vliege Kraal 56, 1.2 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°58.823'S,23°32.985'E,-31.980388,23.549761,,,,,ca. 1080 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on gently rolling hills intersected by plains, scattered dolerite stones in places, fairly grassy with small bossies on reddish-brown sandy loam","night, UV light detection","cold, still, dark night","specimens uncommon, sitting on bushes or walking on ground"
3155_2330,3445,Landsig/Vliegekraal,2017-12-10 22:41:42 RC,2017/12/10, 22:41:42,RC,Buthidae,Uroplectes,gracilior,7,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Landsig on Vliege Kraal 56, 1.2 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°58.823'S,23°32.985'E,-31.980388,23.549761,,,,,ca. 1080 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on gently rolling hills intersected by plains, scattered dolerite stones in places, fairly grassy with small bossies on reddish-brown sandy loam","night, UV light detection","cold, still, dark night","specimens uncommon, sitting on bushes or walking on ground"
3155_2330,3445,Landsig/Vliegekraal,,,,,Buthidae,Uroplectes,gracilior,26,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Vlieëkraal on Vliege Kraal 56, 1.7 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°56.979'S,23°34.830'E,-31.93360528,23.56689722,,,,,1080 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on banks of episodic river, Acacia karoo thicket with smaller bushes (Lycium, Salsola) on compacted alluvial dunes (consolidated grey silt)","night, UV light detection","cold, still, dark night","specimens fairly common, sitting on bushes/ground or walking on ground"
3155_2330,3445,Landsig/Vliegekraal,,,,,Hormuridae,Hadogenes,trichiurus,1,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Vlieëkraal on Vliege Kraal 56, 1.2 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°57.160'S,23°34.773'E,-31.95004444,23.56688139,,,,,1078 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on moderate slope of rocky dolerite hill leading down to dry riverbed, many large and smaller dolerite stones, small bushes incl. A. karoo on reddish-brown sandy-loam","day, rock-rolling; night, UV light detection","cold, still, dark night",specimen in dolerite rock crevice near summit of dolerite koppie with UV light detection
3155_2330,3445,Landsig/Vliegekraal,,,,,Scorpionidae,Opistophthalmus,austerus,2,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Vlieëkraal on Vliege Kraal 56, 2.1 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°56.790'S,23°34.863'E,-31.93355278,23.56690639,,,,,1080 m,11,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on low sandstone/shale ridge near riverbed, many large, flat sandstone slabs with sparse vegetation, small bushes on shaley-loam, A. karoo trees near riverbed","day, rock-rolling",,in scrapes under stones
3155_2330,3445,Landsig/Vliegekraal,,,,,Scorpionidae,Opistophthalmus,austerus,68,"L. Prendini, 2017",South Africa,Western Cape Province,Murraysburg District,"Farm Vlieëkraal on Vliege Kraal 56, 1.2 km from entrance gate on road Nelspoort–Murraysburg",3123DC,31°57.160'S,23°34.773'E,-31.95004444,23.56688139,,,,,1078 m,10,12,2017,,,,L. Prendini & R. Christiaan,Upper Karoo Hardeveld,Upper Karoo Bioregion,"Nama Karoo on moderate slope of rocky dolerite hill leading down to dry riverbed, many large and smaller dolerite stones, small bushes incl. A. karoo on reddish-brown sandy-loam","day, rock-rolling; night, UV light detection","cold, still, dark night","specimens very common in shallow burrows/scrapes under stones in daytime, several doorkeeping at burrow entrances under stones (excavated/rolled) at night with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:06:38 RC,2017/12/16, 19:06:38,RC,Buthidae,Parabuthus,planicauda,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","few under stones during daytime, more common, walking on ground (two pairs mating) with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:06:38 RC,2017/12/16, 19:06:38,RC,Hormuridae,Hadogenes,trichiurus,2,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","uncommon in rock crevices during daytime, several observed doorkeeping at crevices in rocks or cracks between embedded stones, with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:06:38 RC,2017/12/16, 19:06:38,RC,Scorpionidae,Opistophthalmus,austeroides,6,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling and burrow excavation; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","very common in shallow burrows (ca. 30 cm deep) under embedded stones during daytime, several observed doorkeeping at burrow entrances under stones (excavated) with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:07:31 LP,2017/12/16, 19:07:31,LP,Buthidae,Parabuthus,planicauda,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","few under stones during daytime, more common, walking on ground (two pairs mating) with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:07:31 LP,2017/12/16, 19:07:31,LP,Buthidae,Uroplectes,triangulifer,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","one under stone during daytime, rest sitting/walking on ground/vegetation with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:07:31 LP,2017/12/16, 19:07:31,LP,Hormuridae,Hadogenes,trichiurus,5,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","uncommon in rock crevices during daytime, several observed doorkeeping at crevices in rocks or cracks between embedded stones, with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 19:07:31 LP,2017/12/16, 19:07:31,LP,Scorpionidae,Opistophthalmus,austeroides,12,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling and burrow excavation; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","very common in shallow burrows (ca. 30 cm deep) under embedded stones during daytime, several observed doorkeeping at burrow entrances under stones (excavated) with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:46:43 LP,2017/12/16, 22:46:43,LP,Buthidae,Parabuthus,planicauda,31,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","few under stones during daytime, more common, walking on ground (two pairs mating) with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:46:43 LP,2017/12/16, 22:46:43,LP,Buthidae,Uroplectes,triangulifer,20,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","one under stone during daytime, rest sitting/walking on ground/vegetation with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:46:43 LP,2017/12/16, 22:46:43,LP,Hormuridae,Hadogenes,trichiurus,9,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","uncommon in rock crevices during daytime, several observed doorkeeping at crevices in rocks or cracks between embedded stones, with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:46:43 LP,2017/12/16, 22:46:43,LP,Scorpionidae,Opistophthalmus,austeroides,7,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling and burrow excavation; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","very common in shallow burrows (ca. 30 cm deep) under embedded stones during daytime, several observed doorkeeping at burrow entrances under stones (excavated) with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,2017/12/16, 22:47:48,RC,Buthidae,Parabuthus,capensis,2,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","one under stone during daytime, rest sitting/walking on ground/vegetation with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,2017/12/16, 22:47:48,RC,Buthidae,Parabuthus,planicauda,10,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","few under stones during daytime, more common, walking on ground (two pairs mating) with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,2017/12/16, 22:47:48,RC,Buthidae,Uroplectes,triangulifer,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","one under stone during daytime, rest sitting/walking on ground/vegetation with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,2017/12/16, 22:47:48,RC,Hormuridae,Hadogenes,trichiurus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","uncommon in rock crevices during daytime, several observed doorkeeping at crevices in rocks or cracks between embedded stones, with UV light detection"
3150_2525,3603,Saltpans Drift Trust,2017-12-16 22:47:48 RC,2017/12/16, 22:47:48,RC,Scorpionidae,Opistophthalmus,austeroides,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,Farm Dassenkrans 10,3125CD,31°51.741'S,25°28.437'E,-31.85020583,25.46678806,,,,,1050 m,16,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes and at base of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling and burrow excavation; night, UV light detection","cool, moonless night with light breeze, scattered raindrops initially, wind dropped completely later","very common in shallow burrows (ca. 30 cm deep) under embedded stones during daytime, several observed doorkeeping at burrow entrances under stones (excavated) with UV light detection"
3150_2525,3603,Saltpans Drift Trust,,,,,Buthidae,Parabuthus,planicauda,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,"Farm Dassenkrans 10/Kat Kop 16 boundary, 6.9 km NE of intersection with N10 (Cradock–Middelburg) on road to Fishriver",3125CD,31°53.392'S,25°28.040'E,-31.88344222,25.46667778,,,,,1029 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling",,under stone
3150_2525,3603,Saltpans Drift Trust,,,,,Hormuridae,Hadogenes,trichiurus,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,"Farm Dassenkrans 10/Kat Kop 16 boundary, 6.9 km NE of intersection with N10 (Cradock–Middelburg) on road to Fishriver",3125CD,31°53.392'S,25°28.040'E,-31.88344222,25.46667778,,,,,1029 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling",,in crack between two embedded stones
3150_2525,3603,Saltpans Drift Trust,,,,,Scorpionidae,Opistophthalmus,austeroides,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,"Farm Dassenkrans 10/Kat Kop 16 boundary, 6.9 km NE of intersection with N10 (Cradock–Middelburg) on road to Fishriver",3125CD,31°53.392'S,25°28.040'E,-31.88344222,25.46667778,,,,,1029 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on slopes of rocky dolerite ridge adjacent to flat plain, small bushes and Aloe striata fairly common on hard brown to black clay","day, rock-rolling",,in shallow burrows/scrapes under stones
3150_2525,3603,,,,,,Scorpionidae,Opistophthalmus,pictus,5,"L. Prendini, 2017",South Africa,Eastern Cape Province,Cradock District,"Farm Zoutpans Drift 13, 4.5 km NE of intersection with N10 (Cradock–Middelburg) on road to Fishriver",3125CD,31°53.513'S,25°26.365'E,-31.88347583,25.43343472,,,,,993 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on flat plain near drainage line, small bushes, mostly Mesembryanthemaceae, and scattered Acacia karoo trees","day, burrow excavation",,"excavated from burrows ca. 30–50 cm deep, in open ground"
3150_2605,3611,Modderfontein,2017-12-15 19:39:00 RC,2017/12/15, 19:39:00,RC,Scorpionidae,Opistophthalmus,austeroides,9,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","day, rock-rolling and burrow excavation; night, UV light detection","warm, moonless night with light breeze (dropped later)","common in shallow burrows under stones (ca. 10–15 cm deep) in very hard, blackish clay during daytime, UV light detection: several males sitting on ground in open, mostly in rocky dolerite areas, one in sandstone area, some along dry washes/dongas at base of rocky slopes, juveniles doorkeeping at burrow entrances under stones"
3150_2605,3611,Modderfontein,2017-12-15 19:39:06 LP,2017/12/15, 19:39:06,LP,Scorpionidae,Opistophthalmus,austeroides,13,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","day, rock-rolling and burrow excavation; night, UV light detection","warm, moonless night with light breeze (dropped later)","common in shallow burrows under stones (ca. 10–15 cm deep) in very hard, blackish clay during daytime, UV light detection: several males sitting on ground in open, mostly in rocky dolerite areas, one in sandstone area, some along dry washes/dongas at base of rocky slopes, juveniles doorkeeping at burrow entrances under stones"
3150_2605,3611,Modderfontein,2017-12-15 23:13:52 LP,2017/12/15, 23:13:52,LP,Buthidae,Parabuthus,granulatus,2,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","night, UV light detection","warm, moonless night with light breeze (dropped later)",specimens collected sitting/walking on ground near dry riverbed
3150_2605,3611,Modderfontein,2017-12-15 23:13:52 LP,2017/12/15, 23:13:52,LP,Buthidae,Parabuthus,planicauda,6,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","night, UV light detection","warm, moonless night with light breeze (dropped later)","specimens collected walking on ground or rocks, only on low sandstone outcrops on sandy plain"
3150_2605,3611,Modderfontein,2017-12-15 23:13:52 LP,2017/12/15, 23:13:52,LP,Buthidae,Uroplectes,triangulifer,15,"L. Prendini, 2017",South Africa,Eastern Cape Province,Tarkastad District,Farm Modderfontein on The Hoek 235,3126CC,31°51.724'S,26°09.644'E,-31.85020111,26.15017889,,,,,1234 m,15,12,2017,,,,L. Prendini & R. Christiaan,Tarkastad Montane Shrubland,Sub-Escarpment Grassland Bioregion,"Nama Karoo on rocky dolerite ridges/koppies intersected by dry riverbed, many loose and embedded dolerite stones, fairly wooded, especially along riverbed, leading to open sandy plain with low sandstone outcrops","night, UV light detection","warm, moonless night with light breeze (dropped later)","specimens common, sitting/walking on ground, wood and dead/fallen trees along riverbed"
